artist,origin_country,genre
  Trippie Redd Featuring Travis Scott ,UK,Rock
Kendrick Lamar & Sza ,Canada,Hip-Hop
 Post Malone Featuring 21 Savage ,Australia,Hip-Hop
  G-Eazy & Halsey  ,US,Country
max featuring gnash  ,US,Hip-Hop
 KENDRICK LAMAR FEATURING ZACARI ,Australia,R&B
 6ix9ine ,UK,Rock
  PORTUGAL. THE MAN  ,Australia,R&B
G-EAZY FEATURING A$AP ROCKY & CARDI B,UK,Rock
charlie puth  ,Australia,Hip-Hop
  Miguel Featuring Travis Scott ,Canada,R&B
 a$ap ferg featuring nicki minaj ,Australia,Hip-Hop
Meghan Trainor,Australia,Rock
  Macklemore Featuring Kesha,UK,Pop
 6ix9ine,Canada,Country
  daddy yankee,Australia,Rock
N*E*R*D & Rihanna,Australia,Rock
 KEALA SETTLE & THE GREATEST SHOWMAN ENSEMBLE ,Canada,Country
  EMINEM FEATURING ED SHEERAN,UK,Country
 FAMOUS DEX FEATURING A$AP ROCKY  ,Australia,Hip-Hop
 carrie underwood featuring ludacris  ,Canada,Pop
 LIL XAN,Canada,Pop
Blac Youngsta ,US,Rock
 jacquees x dej loaf,UK,Rock
YBN NAHMIR,Australia,Pop
"Schoolboy Q, 2 Chainz & Saudi ",Australia,Pop
"6IX9INE, FETTY WAP & A BOOGIE WIT DA HOODIE",UK,R&B
  joyner lucas & chris brown ,Australia,Hip-Hop
 SOB X RBE  ,Canada,R&B
  high valley ,Canada,Pop
 Daniel Caesar Featuring Kali Uchis ,US,Rock
MALUMA X NEGO DO BOREL,Canada,Rock
 Selena Gomez X Marshmello,US,Hip-Hop
 Justin Timberlake Featuring Chris Stapleton,Canada,Pop
"Migos, Nicki Minaj & Cardi B ",UK,Pop
 Miguel Featuring Travis Scott ,Australia,Rock
  Rich The Kid Featuring Kendrick Lamar ,Australia,R&B
eminem featuring ed sheeran  ,US,Hip-Hop
 macklemore featuring kesha ,UK,Hip-Hop
 famous dex featuring a$ap rocky ,Canada,Pop
 Khalid & Normani,US,Hip-Hop
"  6IX9INE, FETTY WAP & A BOOGIE WIT DA HOODIE ",UK,Hip-Hop
"Schoolboy Q, 2 Chainz & Saudi ",Australia,Country
 MIGOS,Australia,R&B
  Derez De'Shon ,Canada,Pop
devin dawson  ,Canada,Rock
6IX9INE FEATURING TORY LANEZ & YOUNG THUG,Australia,R&B
  brett eldredge  ,US,Hip-Hop
 LUIS FONSI & DEMI LOVATO ,Australia,Hip-Hop
  OZUNA X CARDI B,US,Country
 Blac Youngsta ,Australia,Pop
 Trippie Redd Featuring Travis Scott ,US,Country
 ybn nahmir  ,Australia,Country
Jacquees X Dej Loaf ,Canada,Country
keala settle & the greatest showman ensemble,Canada,R&B
 Khalid & Swae Lee,US,Country
 migos featuring post malone  ,Australia,Pop
  KODAK BLACK FEATURING LIL WAYNE  ,US,Hip-Hop
high valley ,Australia,Pop
becky g featuring bad bunny,UK,Rock
Janelle Monae,Canada,Rock
plies,Canada,Country
BLOCBOY JB FEATURING DRAKE  ,US,R&B
 g-eazy & halsey  ,US,Pop
 max featuring gnash ,UK,Pop
  CHARLIE PUTH  ,UK,Pop
 cardi b featuring 21 savage  ,UK,R&B
 G-EAZY FEATURING A$AP ROCKY & CARDI B,Australia,Hip-Hop
 JUSTIN TIMBERLAKE FEATURING CHRIS STAPLETON ,UK,Pop
  PORTUGAL. THE MAN ,US,Country
 Miguel Featuring Travis Scott ,Australia,Pop
 A$AP FERG FEATURING NICKI MINAJ,Canada,R&B
  offset & metro boomin ,Canada,Country
 GUCCI MANE FEATURING MIGOS,UK,Country
 Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Australia,R&B
"SCHOOLBOY Q, 2 CHAINZ & SAUDI ",Canada,R&B
 ozuna & romeo santos ,Australia,Hip-Hop
 Famous Dex Featuring A$Ap Rocky ,Canada,Pop
  Sob X Rbe,Canada,Rock
 Lil Xan ,US,Hip-Hop
 Khalid & Swae Lee,Australia,Rock
 DEVIN DAWSON ,Australia,Rock
  Derez De'Shon  ,UK,Country
  LUIS FONSI & DEMI LOVATO,US,Country
LIL SKIES FEATURING LANDON CUBE  ,US,Pop
TANK ,Canada,Hip-Hop
" 6Ix9Ine, Fetty Wap & A Boogie Wit Da Hoodie ",UK,Rock
 Kendrick Lamar & Travis Scott ,Canada,Country
MIGOS FEATURING POST MALONE,Canada,Pop
 kodak black featuring lil wayne,Australia,Pop
taylor swift featuring ed sheeran & future,US,Country
 LIAM PAYNE & RITA ORA ,Canada,Pop
 DANIEL CAESAR FEATURING KALI UCHIS ,Canada,R&B
 MALUMA X NEGO DO BOREL,Australia,Country
 Ybn Nahmir ,Canada,Pop
 walk the moon ,US,Hip-Hop
 Becky G Featuring Bad Bunny ,Canada,Hip-Hop
  KENDRICK LAMAR & SZA,Canada,Pop
  g-eazy & halsey  ,UK,Rock
 MIGUEL FEATURING TRAVIS SCOTT,Australia,R&B
a$ap ferg featuring nicki minaj,Canada,Pop
 Eminem Featuring Ed Sheeran ,Canada,R&B
Logic Featuring Alessia Cara & Khalid,US,Country
N*E*R*D & Rihanna ,UK,Hip-Hop
HAILEE STEINFELD & ALESSO FEATURING FLORIDA GEORGIA LINE & WATT,UK,Country
"SCHOOLBOY Q, 2 CHAINZ & SAUDI",Canada,Rock
 kodak black featuring xxxtentacion ,Australia,Country
 RICH THE KID FEATURING KENDRICK LAMAR,UK,Pop
 macklemore featuring kesha  ,US,Pop
famous dex featuring a$ap rocky ,Australia,Country
Khalid & Swae Lee ,US,Country
  taylor swift featuring ed sheeran & future ,US,R&B
 Sob X Rbe,UK,Hip-Hop
 Kendrick Lamar & Travis Scott,UK,R&B
devin dawson ,US,R&B
Migos Featuring Post Malone ,Canada,Pop
 Liam Payne & Rita Ora ,Australia,Country
Keala Settle & The Greatest Showman Ensemble,US,Rock
Derez De'Shon  ,Australia,Hip-Hop
 ozuna x cardi b,UK,Hip-Hop
  WALK THE MOON  ,US,Pop
p!nk  ,Canada,R&B
JUSTIN TIMBERLAKE ,Australia,Country
 kendrick lamar,US,Country
Kodak Black Featuring Lil Wayne ,UK,Country
PLIES ,Australia,Rock
  Tank,UK,Pop
 NATTI NATASHA X OZUNA,Australia,Hip-Hop
 ZAC EFRON & ZENDAYA ,UK,Country
  CAMILA CABELLO FEATURING YOUNG THUG ,Canada,Rock
 KENDRICK LAMAR FEATURING ZACARI  ,Canada,Pop
"  migos, nicki minaj & cardi b",Canada,Pop
G-Eazy Featuring A$Ap Rocky & Cardi B,Australia,Hip-Hop
 Justin Timberlake Featuring Chris Stapleton ,UK,R&B
 SELENA GOMEZ X MARSHMELLO ,Australia,Rock
  PORTUGAL. THE MAN ,Canada,Pop
MAX FEATURING GNASH ,UK,Country
A$AP FERG FEATURING NICKI MINAJ,UK,R&B
 Justin Timberlake,UK,Pop
lil pump,UK,Hip-Hop
  LOGIC FEATURING ALESSIA CARA & KHALID,Canada,Rock
 gucci mane featuring migos  ,US,Pop
 n*e*r*d & rihanna,Australia,Country
 taylor swift featuring ed sheeran & future  ,UK,Pop
  hailee steinfeld & alesso featuring florida georgia line & watt ,UK,Hip-Hop
KODAK BLACK FEATURING XXXTENTACION,UK,Rock
Carrie Underwood Featuring Ludacris  ,Australia,Country
Famous Dex Featuring A$Ap Rocky,US,Pop
 KEALA SETTLE & THE GREATEST SHOWMAN ENSEMBLE ,UK,Rock
 Lil Xan ,UK,Hip-Hop
 Walk The Moon  ,UK,R&B
"  6IX9INE, FETTY WAP & A BOOGIE WIT DA HOODIE ",Canada,Hip-Hop
  Lil Skies Featuring Landon Cube ,Canada,Rock
 JUSTIN TIMBERLAKE,Australia,R&B
 DEVIN DAWSON ,US,R&B
 OZUNA X CARDI B  ,Australia,R&B
 Zac Efron & Zendaya,US,Pop
 Migos Featuring 21 Savage ,Canada,Rock
 becky g featuring bad bunny ,UK,Pop
 Maluma X Nego Do Borel,UK,Hip-Hop
the chainsmokers,Australia,Pop
 Easton Corbin,Canada,Pop
" MIGOS, NICKI MINAJ & CARDI B ",UK,Pop
 G-Eazy Featuring A$Ap Rocky & Cardi B ,Australia,Pop
 kendrick lamar featuring zacari ,Canada,Pop
 Selena Gomez X Marshmello  ,UK,Hip-Hop
 MIGUEL FEATURING TRAVIS SCOTT ,US,R&B
a$ap ferg featuring nicki minaj ,Australia,R&B
TAYLOR SWIFT FEATURING ED SHEERAN & FUTURE,Canada,Country
 LIL UZI VERT FEATURING NICKI MINAJ ,Canada,Rock
 Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt ,UK,Rock
 JUSTIN TIMBERLAKE,Canada,R&B
 Russell Dickerson ,UK,Hip-Hop
  MACKLEMORE FEATURING KESHA  ,Canada,Rock
"migos featuring travis scott, ty dolla $ign & big sean ",Australia,R&B
 Lil Xan ,UK,Pop
 walker hayes,UK,Hip-Hop
 KEALA SETTLE & THE GREATEST SHOWMAN ENSEMBLE ,Canada,Country
 luis fonsi & demi lovato ,Australia,Rock
 WALK THE MOON,UK,Rock
Ozuna X Cardi B,Australia,Rock
 zac efron & zendaya ,UK,Pop
 KODAK BLACK FEATURING LIL WAYNE ,Australia,R&B
 the chainsmokers,Canada,Hip-Hop
 Ybn Nahmir  ,Australia,Rock
 Migos Featuring Gucci Mane,Canada,Country
" Sofi Tukker Featuring Nervo, The Knocks & Alisa Ueno ",UK,Country
 Bts Featuring Desiigner,Canada,Country
 maluma x nego do borel ,Canada,Country
"MIGOS, NICKI MINAJ & CARDI B ",UK,Pop
KENDRICK LAMAR FEATURING ZACARI,Canada,R&B
GUCCI MANE FEATURING MIGOS  ,UK,Country
 Taylor Swift Featuring Ed Sheeran & Future,Australia,Country
 KODAK BLACK FEATURING XXXTENTACION ,UK,Country
 MAX FEATURING GNASH,Australia,Country
 maroon 5 featuring sza,US,Hip-Hop
LIL UZI VERT FEATURING NICKI MINAJ ,UK,Country
" 6Ix9Ine, Fetty Wap & A Boogie Wit Da Hoodie ",Australia,Hip-Hop
J Balvin & Willy William Featuring Beyonce ,Australia,Country
  FRENCH MONTANA FEATURING SWAE LEE  ,US,Country
" Chris Brown Featuring Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black ",US,Rock
 LANCO  ,US,Hip-Hop
 THE CHAINSMOKERS ,Australia,Rock
LUIS FONSI & DEMI LOVATO ,Australia,Hip-Hop
 JUSTIN TIMBERLAKE,US,Pop
 LIL XAN,Canada,R&B
Walk The Moon,US,Pop
 Zac Efron & Zendaya,Australia,R&B
Devin Dawson ,Australia,R&B
 Bts Featuring Desiigner ,Australia,Rock
" SOFI TUKKER FEATURING NERVO, THE KNOCKS & ALISA UENO  ",US,Pop
 QUAVO & LIL YACHTY,UK,Pop
Maluma X Nego Do Borel,UK,Rock
  BECKY G FEATURING BAD BUNNY  ,UK,Pop
"hugh jackman, keala settle, zac efron, zendaya & the greatest showman ensemble  ",Australia,Rock
loren allred ,Canada,Rock
  Plies,US,Rock
  Sam Smith ,UK,Country
" MIGOS, NICKI MINAJ & CARDI B ",Canada,Hip-Hop
  TAYLOR SWIFT FEATURING ED SHEERAN & FUTURE,US,R&B
gucci mane featuring migos ,US,R&B
 selena gomez x marshmello,UK,Country
maroon 5 featuring sza ,Canada,Country
 Eminem Featuring Ed Sheeran,US,Pop
 Kodak Black Featuring Xxxtentacion,US,Pop
 lil uzi vert featuring nicki minaj ,Australia,Country
J Balvin & Willy William Featuring Beyonce  ,Canada,Rock
HAILEE STEINFELD & ALESSO FEATURING FLORIDA GEORGIA LINE & WATT,Canada,R&B
 OFFSET & METRO BOOMIN ,US,Pop
logic featuring alessia cara & khalid ,US,R&B
 Carrie Underwood Featuring Ludacris,US,Country
FRENCH MONTANA FEATURING SWAE LEE ,UK,Pop
 Marshmello Featuring Khalid ,Canada,Rock
"  chris brown featuring yo gotti, a boogie wit da hoodie & kodak black ",Australia,Pop
"6IX9INE, FETTY WAP & A BOOGIE WIT DA HOODIE ",UK,R&B
  Lanco  ,US,Pop
Famous Dex Featuring A$Ap Rocky ,Canada,R&B
OZUNA X CARDI B ,Australia,Country
  walk the moon ,UK,R&B
  bts featuring desiigner  ,Australia,Hip-Hop
 Troye Sivan ,US,Rock
" sofi tukker featuring nervo, the knocks & alisa ueno ",Canada,Hip-Hop
 QUAVO & LIL YACHTY,US,R&B
"  HUGH JACKMAN, KEALA SETTLE, ZAC EFRON, ZENDAYA & THE GREATEST SHOWMAN ENSEMBLE  ",UK,Hip-Hop
 becky g featuring bad bunny,Canada,Rock
"farruko, nicki minaj, bad bunny, 21 savage & rvssian",US,Rock
 Loren Allred ,US,Pop
 ENRIQUE IGLESIAS FEATURING BAD BUNNY,Canada,R&B
 G-EAZY FEATURING A$AP ROCKY & CARDI B,Canada,Pop
 Kendrick Lamar Featuring Zacari  ,Canada,Rock
portugal. the man ,UK,Hip-Hop
 Selena Gomez X Marshmello ,Canada,Hip-Hop
 gucci mane featuring migos ,Canada,Country
Maroon 5 Featuring Sza,UK,Country
a$ap ferg featuring nicki minaj,Australia,R&B
 EMINEM FEATURING ED SHEERAN ,UK,Hip-Hop
 Luis Fonsi & Daddy Yankee Featuring Justin Bieber,UK,Rock
 J BALVIN & WILLY WILLIAM FEATURING BEYONCE ,UK,Hip-Hop
 Taylor Swift Featuring Ed Sheeran & Future,US,Rock
 Bruno Mars ,Australia,Hip-Hop
HAILEE STEINFELD & ALESSO FEATURING FLORIDA GEORGIA LINE & WATT ,UK,Rock
 Logic Featuring Alessia Cara & Khalid  ,Canada,Rock
Marshmello Featuring Khalid,US,Country
  MAX FEATURING GNASH  ,Australia,Country
  FRENCH MONTANA FEATURING SWAE LEE ,Canada,Rock
" chris brown featuring yo gotti, a boogie wit da hoodie & kodak black ",Canada,Pop
MACKLEMORE FEATURING KESHA ,Australia,Hip-Hop
 lanco,UK,Rock
 ybn nahmir ,UK,R&B
bts featuring desiigner,Australia,Rock
  LIL XAN,US,Country
 ZAC EFRON & ZENDAYA ,Australia,Hip-Hop
 Quavo & Lil Yachty,UK,Hip-Hop
 LIAM PAYNE & RITA ORA,Canada,R&B
 walk the moon,UK,Hip-Hop
"sofi tukker featuring nervo, the knocks & alisa ueno ",UK,Pop
"  HUGH JACKMAN, KEALA SETTLE, ZAC EFRON, ZENDAYA & THE GREATEST SHOWMAN ENSEMBLE ",UK,Hip-Hop
" farruko, nicki minaj, bad bunny, 21 savage & rvssian ",Australia,Pop
 Maluma X Nego Do Borel  ,US,R&B
 Clean Bandit Featuring Julia Michaels ,US,Country
"  Machine Gun Kelly, X Ambassadors & Bebe Rexha  ",UK,Hip-Hop
  Loren Allred ,UK,Rock
  YO GOTTI ,UK,Hip-Hop
 camila cabello featuring young thug,Australia,Rock
 portugal. the man ,Australia,Pop
 G-Eazy & Halsey,US,Rock
 Cardi B Featuring 21 Savage ,US,Country
  maroon 5 featuring sza ,US,Hip-Hop
 J Balvin & Willy William Featuring Beyonce,US,Country
  bruno mars ,US,Rock
LOGIC FEATURING ALESSIA CARA & KHALID ,UK,Pop
 BRUNO MARS & CARDI B ,UK,Country
LIL UZI VERT FEATURING NICKI MINAJ,Canada,Country
miguel featuring travis scott ,US,Hip-Hop
 taylor swift featuring ed sheeran & future,Australia,Country
 Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,UK,R&B
  marshmello featuring khalid,Australia,Pop
French Montana Featuring Swae Lee,UK,Country
N*E*R*D & Rihanna ,US,R&B
" Chris Brown Featuring Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black ",UK,Pop
Lanco ,Canada,Rock
  MACKLEMORE FEATURING KESHA  ,UK,Rock
KODAK BLACK FEATURING LIL WAYNE,Canada,Pop
Bts Featuring Desiigner  ,Canada,Hip-Hop
Quavo & Lil Yachty,Canada,Hip-Hop
 NIALL HORAN ,UK,Rock
 loren allred  ,Canada,R&B
  Yo Gotti ,Canada,Pop
 Maluma X Nego Do Borel ,Canada,Pop
 ZAYN FEATURING SIA ,Canada,Hip-Hop
"hugh jackman, keala settle, zac efron, zendaya & the greatest showman ensemble",UK,Rock
  NAV FEATURING LIL UZI VERT,US,Hip-Hop
XXXTENTACION FEATURING TRIPPIE REDD ,UK,R&B
"  Machine Gun Kelly, X Ambassadors & Bebe Rexha  ",Australia,Hip-Hop
"Sofi Tukker Featuring Nervo, The Knocks & Alisa Ueno ",Canada,R&B
 post malone featuring 21 savage,US,Hip-Hop
 G-EAZY FEATURING A$AP ROCKY & CARDI B ,Australia,Country
 Mariah Carey ,US,Country
MAROON 5 FEATURING SZA ,US,Hip-Hop
 luis fonsi & daddy yankee featuring justin bieber,Canada,Rock
 J BALVIN & WILLY WILLIAM FEATURING BEYONCE ,US,Hip-Hop
 logic featuring alessia cara & khalid  ,US,Pop
 LIL UZI VERT FEATURING NICKI MINAJ ,Australia,Country
 BRUNO MARS ,US,R&B
 FRENCH MONTANA FEATURING SWAE LEE ,Australia,R&B
 lanco ,Canada,Country
 ybn nahmir ,Australia,Country
  MACKLEMORE FEATURING KESHA,UK,Rock
  TAY-K ,Canada,Pop
 HUNCHO JACK FEATURING TAKEOFF,Canada,Pop
 HUNCHO JACK  ,UK,R&B
  imagine dragons + khalid  ,US,Pop
 Kodak Black Featuring Lil Wayne,Canada,Rock
 huncho jack,Australia,Hip-Hop
LIL XAN ,UK,Pop
 Huncho Jack Featuring Offset ,Canada,Rock
huncho jack,UK,R&B
" FARRUKO, NICKI MINAJ, BAD BUNNY, 21 SAVAGE & RVSSIAN",US,R&B
 HUNCHO JACK,US,Country
Eminem Featuring Beyonce  ,Australia,Rock
"machine gun kelly, x ambassadors & bebe rexha",US,Rock
  xxxtentacion featuring trippie redd ,US,R&B
 niall horan,Canada,R&B
 Zayn Featuring Sia ,UK,Rock
 YO GOTTI,UK,Hip-Hop
G-EAZY FEATURING A$AP ROCKY & CARDI B ,Canada,Pop
Maroon 5 Featuring Sza  ,Australia,R&B
  LOGIC FEATURING ALESSIA CARA & KHALID,US,Pop
  lil uzi vert featuring nicki minaj ,US,Pop
  G-Eazy & Halsey ,UK,Rock
MARSHMELLO FEATURING KHALID ,US,Pop
 LUIS FONSI & DADDY YANKEE FEATURING JUSTIN BIEBER ,US,Hip-Hop
 French Montana Featuring Swae Lee ,Australia,Country
Burl Ives,UK,Rock
 bruno mars ,Canada,R&B
KENDRICK LAMAR,Canada,R&B
 Kodak Black Featuring Xxxtentacion  ,Canada,Rock
 lanco ,Australia,Country
"Chris Brown Featuring Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black ",US,Hip-Hop
 YBN NAHMIR ,Canada,Rock
 P!Nk,Canada,Hip-Hop
n*e*r*d & rihanna ,US,Rock
MAX FEATURING GNASH ,Canada,Country
 BIG SEAN & METRO BOOMIN FEATURING TRAVIS SCOTT ,Canada,R&B
TRIPPIE REDD FEATURING TRAVIS SCOTT  ,US,Country
 luis fonsi & demi lovato,Australia,Rock
 Bts Featuring Desiigner ,Australia,Pop
BIG SEAN & METRO BOOMIN FEATURING 21 SAVAGE  ,Australia,Rock
  Migos & Marshmello ,US,Pop
 NAV FEATURING LIL UZI VERT,Australia,Pop
 zayn featuring sia ,Australia,Hip-Hop
 becky g featuring bad bunny,US,R&B
" 21 SAVAGE, OFFSET & METRO BOOMIN FEATURING TRAVIS SCOTT ",Canada,R&B
 niall horan,US,Pop
  Tank  ,US,Country
  Yo Gotti,US,R&B
calvin harris featuring kehlani & lil yachty  ,US,Hip-Hop
logic featuring alessia cara & khalid ,Australia,Pop
 Selena Gomez X Marshmello  ,Canada,Pop
 charlie puth  ,Australia,Hip-Hop
 Marshmello Featuring Khalid  ,UK,Rock
  Brenda Lee  ,UK,R&B
BRUNO MARS,Australia,Pop
 post malone featuring quavo ,Australia,R&B
  Kendrick Lamar ,Australia,R&B
  KODAK BLACK FEATURING XXXTENTACION ,Australia,R&B
 Kodak Black Featuring Lil Wayne,Canada,Country
  N*E*R*D & Rihanna  ,Australia,R&B
 MACKLEMORE FEATURING KESHA ,UK,Rock
 Max Featuring Gnash ,Canada,Country
TAY-K,Canada,Pop
 Nav Featuring Lil Uzi Vert,Australia,Country
"  21 SAVAGE, OFFSET & METRO BOOMIN FEATURING TRAVIS SCOTT",Canada,Country
  Becky G Featuring Bad Bunny ,UK,Country
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian ",Canada,Pop
yo gotti ,Canada,Hip-Hop
garth brooks ,US,Rock
  romeo santos featuring nicky jam & daddy yankee  ,Australia,Pop
 NATTI NATASHA X OZUNA ,Canada,Country
  maroon 5 featuring sza,Canada,Pop
J BALVIN & WILLY WILLIAM FEATURING BEYONCE,Australia,R&B
" MIGOS, NICKI MINAJ & CARDI B ",Canada,Country
  FRENCH MONTANA FEATURING SWAE LEE ,US,Rock
 kendrick lamar featuring zacari  ,UK,R&B
 charlie puth ,US,R&B
 yo gotti featuring nicki minaj ,Australia,Country
Kesha  ,US,Rock
MARSHMELLO FEATURING KHALID,Canada,Hip-Hop
  Sza  ,UK,Pop
 Liam Payne Featuring Quavo ,UK,Country
 Post Malone Featuring Quavo ,Australia,Country
 Ybn Nahmir,Australia,R&B
 kendrick lamar,Australia,Country
 Niall Horan ,UK,R&B
" Chris Brown Featuring Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black ",UK,Hip-Hop
 Kodak Black Featuring Lil Wayne  ,Canada,Rock
Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt ,US,Country
Macklemore Featuring Kesha,Canada,Country
  kelly clarkson  ,US,Rock
 garth brooks,US,Hip-Hop
NAV FEATURING LIL UZI VERT ,Australia,Hip-Hop
" 21 savage, offset & metro boomin featuring travis scott ",Australia,Country
 luis fonsi & demi lovato ,US,Pop
 eminem featuring beyonce ,UK,Rock
xxxtentacion featuring trippie redd ,US,R&B
 famous dex featuring a$ap rocky ,UK,Pop
 jake paul featuring team 10,US,R&B
 Calvin Harris Featuring Kehlani & Lil Yachty ,Australia,R&B
 chloe kohanski  ,Canada,Hip-Hop
 SHAKIRA FEATURING NICKY JAM ,UK,Country
  MAROON 5 FEATURING SZA ,Canada,Rock
J BALVIN & WILLY WILLIAM FEATURING BEYONCE,Canada,Rock
  Gucci Mane Featuring Migos,US,R&B
 luis fonsi & daddy yankee featuring justin bieber,Canada,Rock
 KESHA  ,Australia,R&B
yo gotti featuring nicki minaj ,Australia,Hip-Hop
  Post Malone Featuring Quavo ,US,Hip-Hop
Liam Payne Featuring Quavo ,Australia,Rock
 lanco,UK,Rock
 a$ap ferg featuring nicki minaj,US,Country
 Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt ,UK,Rock
Eminem Featuring Beyonce ,Australia,Pop
 Kodak Black Featuring Xxxtentacion ,Australia,Rock
 KELLY CLARKSON,Australia,Country
 N*E*R*D & Rihanna,Australia,Rock
 NAV FEATURING LIL UZI VERT  ,Australia,Pop
"  21 SAVAGE, OFFSET & METRO BOOMIN FEATURING TRAVIS SCOTT",Australia,Rock
 zayn featuring sia  ,Canada,Hip-Hop
tay-k ,UK,Hip-Hop
Lil Peep,Australia,Hip-Hop
YOUNG THUG FEATURING FUTURE ,Canada,Pop
TANK,Canada,Hip-Hop
 macklemore featuring skylar grey ,Australia,Hip-Hop
 Tim Mcgraw & Faith Hill ,Canada,R&B
calvin harris featuring kehlani & lil yachty  ,US,R&B
 eminem featuring beyonce,Australia,R&B
" migos, nicki minaj & cardi b  ",UK,Pop
 luis fonsi & daddy yankee featuring justin bieber ,US,Pop
  Yo Gotti Featuring Nicki Minaj  ,Canada,Hip-Hop
 KESHA ,UK,Rock
Bruno Mars  ,Australia,R&B
 Kane Brown Featuring Lauren Alaina,Australia,Hip-Hop
  Marshmello Featuring Khalid  ,US,Country
 Lanco,Canada,Rock
 THE CHAINSMOKERS & COLDPLAY ,Australia,R&B
 GOLDLINK FEATURING BRENT FAIYAZ & SHY GLIZZY ,Canada,R&B
  selena gomez x marshmello,Canada,Country
 nav featuring lil uzi vert ,UK,Hip-Hop
 zayn featuring sia,US,R&B
TAY-K ,Australia,Rock
  GARTH BROOKS ,US,Rock
  Young Thug Featuring Future,Canada,Country
"21 savage, offset & metro boomin featuring quavo",Australia,Hip-Hop
CHRIS BROWN,UK,Hip-Hop
  g-eazy ,US,Rock
  NIALL HORAN,UK,Pop
  Future & Young Thug Featuring Offset,US,Hip-Hop
 logic featuring alessia cara & khalid  ,Canada,Pop
J Balvin & Willy William Featuring Beyonce ,Australia,Rock
 g-eazy featuring a$ap rocky & cardi b ,Canada,Country
  Yo Gotti Featuring Nicki Minaj ,Canada,Country
 Liam Payne Featuring Quavo ,US,Rock
" 21 Savage, Offset & Metro Boomin Featuring Travis Scott  ",Canada,Pop
KANE BROWN FEATURING LAUREN ALAINA,Australia,Country
  post malone featuring quavo,UK,Pop
 Kendrick Lamar ,Canada,Hip-Hop
DJ KHALED FEATURING RIHANNA & BRYSON TILLER,Canada,Pop
 goldlink featuring brent faiyaz & shy glizzy  ,US,Hip-Hop
  SELENA GOMEZ X MARSHMELLO ,UK,Pop
  Kelly Clarkson,Australia,Rock
"  21 savage, offset & metro boomin featuring quavo ",US,Country
Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt  ,Canada,Hip-Hop
 Miguel Featuring Travis Scott  ,Canada,Hip-Hop
 zayn featuring sia ,Australia,Pop
 SAM SMITH FEATURING LOGIC,Australia,Hip-Hop
xxxtentacion featuring trippie redd ,Canada,Pop
Max Featuring Gnash ,Australia,Hip-Hop
Young Thug Featuring Future,UK,Rock
Garth Brooks,Canada,Hip-Hop
Big Sean & Metro Boomin Featuring 21 Savage,Australia,Rock
 FUTURE & YOUNG THUG FEATURING OFFSET,US,Country
 macklemore featuring skylar grey ,Australia,Country
"21 SAVAGE, OFFSET & METRO BOOMIN ",US,R&B
 j balvin & willy william featuring beyonce ,Australia,Rock
maroon 5 featuring sza ,Canada,Pop
 LUIS FONSI & DADDY YANKEE FEATURING JUSTIN BIEBER  ,Australia,Hip-Hop
 LIAM PAYNE FEATURING QUAVO ,US,R&B
KESHA  ,Australia,Rock
 Kane Brown Featuring Lauren Alaina  ,Australia,Country
 dj khaled featuring rihanna & bryson tiller  ,US,R&B
 THE CHAINSMOKERS & COLDPLAY,Canada,Country
post malone featuring quavo ,US,R&B
Kendrick Lamar,UK,R&B
lil uzi vert featuring nicki minaj ,Canada,Country
 KODAK BLACK FEATURING XXXTENTACION  ,Canada,Country
TAY-K,US,Rock
  Miguel Featuring Travis Scott,Australia,Hip-Hop
  macklemore featuring kesha ,UK,Pop
" 21 Savage, Offset & Metro Boomin Featuring Quavo",US,Pop
 ZAYN FEATURING SIA ,UK,Country
MACKLEMORE FEATURING SKYLAR GREY,Australia,R&B
 GARTH BROOKS ,US,Country
"  QUAVO, TAKEOFF & OFFSET",Canada,Rock
 Chris Brown Featuring Future & Young Thug  ,Canada,R&B
 LUIS FONSI & DADDY YANKEE FEATURING JUSTIN BIEBER ,US,Hip-Hop
liam payne featuring quavo ,Australia,R&B
kesha ,Australia,Rock
 G-EAZY FEATURING A$AP ROCKY & CARDI B  ,Australia,R&B
 BRUNO MARS  ,Australia,Pop
  kane brown featuring lauren alaina  ,UK,Rock
Dj Khaled Featuring Rihanna & Bryson Tiller ,Australia,Pop
 post malone featuring quavo ,US,Hip-Hop
  goldlink featuring brent faiyaz & shy glizzy ,UK,R&B
  MARSHMELLO FEATURING KHALID,UK,Country
sza featuring travis scott ,Canada,Pop
future & young thug featuring offset,Australia,Rock
 tay-k ,Australia,Country
future & young thug ,Canada,Rock
 HAILEE STEINFELD & ALESSO FEATURING FLORIDA GEORGIA LINE & WATT ,UK,Country
Wisin Featuring Ozuna ,Australia,Hip-Hop
FUTURE & YOUNG THUG ,Canada,Pop
